Regiao;Estado;Municipio;Produto;Data da Coleta;Valor de Venda
SE;SP;SERTAOZINHO;GASOLINA;17/02/22;6,699
SE;SP;SERTAOZINHO;GASOLINA ADITIVADA;17/02/22;6,699
SE;MG;VARGINHA;GASOLINA ADITIVADA;15/02/22;6,989
SE;MG;VARGINHA;ETANOL;15/02/22;4,999
SE;MG;VARGINHA;GASOLINA;15/02/22;6,799
SE;MG;CORONEL FABRICIANO;GASOLINA;14/02/22;7,01
SE;MG;CORONEL FABRICIANO;ETANOL;14/02/22;5,02
NE;BA;SALVADOR;GASOLINA;14/02/22;6,69
NE;BA;SALVADOR;ETANOL;14/02/22;4,99
NE;BA;SALVADOR;GASOLINA ADITIVADA;14/02/22;6,99
SE;SP;LIMEIRA;GASOLINA ADITIVADA;15/02/22;6,399
SE;SP;LIMEIRA;ETANOL;15/02/22;4,399
SE;SP;LIMEIRA;GASOLINA;15/02/22;6,199
S;SC;BIGUACU;GASOLINA;18/02/22;6,669
S;SC;BIGUACU;GASOLINA ADITIVADA;18/02/22;6,799
S;SC;BIGUACU;ETANOL;18/02/22;6,389
SE;SP;SAO CAETANO DO SUL;GASOLINA;14/02/22;5,999
SE;SP;SAO CAETANO DO SUL;ETANOL;14/02/22;4,399
S;PR;SAO JOSE DOS PINHAIS;ETANOL;16/02/22;4,959
S;PR;SAO JOSE DOS PINHAIS;GASOLINA;16/02/22;6,459
S;PR;SAO JOSE DOS PINHAIS;GASOLINA ADITIVADA;16/02/22;6,659
SE;SP;SAO CARLOS;GASOLINA ADITIVADA;16/02/22;6,689
SE;SP;SAO CARLOS;ETANOL;16/02/22;4,689
SE;SP;SAO CARLOS;GASOLINA;16/02/22;6,689
SE;MG;UNAI;GASOLINA;17/02/22;7,188
SE;MG;UNAI;GASOLINA ADITIVADA;17/02/22;7,288
SE;MG;UNAI;ETANOL;17/02/22;4,999
SE;SP;SAO PAULO;GASOLINA ADITIVADA;15/02/22;6,799
SE;SP;SAO PAULO;ETANOL;15/02/22;4,599
SE;SP;SAO PAULO;GASOLINA;15/02/22;6,599
S;RS;ERECHIM;GASOLINA ADITIVADA;15/02/22;6,549
S;RS;ERECHIM;ETANOL;15/02/22;6,959
S;RS;ERECHIM;GASOLINA;15/02/22;6,519
SE;SP;SANTOS;ETANOL;16/02/22;4,599
SE;SP;SANTOS;GASOLINA;16/02/22;6,299
S;RS;LAJEADO;GASOLINA;14/02/22;6,299
S;RS;LAJEADO;ETANOL;14/02/22;6,539
S;RS;LAJEADO;GASOLINA ADITIVADA;14/02/22;6,479
SE;SP;ITANHAEM;GASOLINA;14/02/22;6,939
SE;SP;ITANHAEM;ETANOL;14/02/22;4,795
SE;SP;ITANHAEM;GASOLINA ADITIVADA;14/02/22;7,139
CO;MT;ALTA FLORESTA;ETANOL;17/02/22;5,17
CO;MT;ALTA FLORESTA;GASOLINA;17/02/22;7,17
CO;MT;ALTA FLORESTA;GASOLINA ADITIVADA;17/02/22;7,23
SE;SP;SAO PAULO;GASOLINA ADITIVADA;16/02/22;6,077
SE;SP;SAO PAULO;GASOLINA;16/02/22;5,977
SE;SP;SAO PAULO;ETANOL;16/02/22;4,377
SE;SP;RIBEIRAO PIRES;GASOLINA ADITIVADA;15/02/22;6,499
SE;SP;RIBEIRAO PIRES;ETANOL;15/02/22;4,599
SE;SP;RIBEIRAO PIRES;GASOLINA;15/02/22;6,499
SE;SP;BAURU;ETANOL;17/02/22;3,979
SE;SP;BAURU;GASOLINA;17/02/22;6,079
S;RS;CANOAS;ETANOL;17/02/22;5,999
S;RS;CANOAS;GASOLINA;17/02/22;6,099
S;RS;CANOAS;GASOLINA ADITIVADA;17/02/22;6,299
SE;SP;SAO PAULO;GASOLINA;16/02/22;6,599
SE;SP;SAO PAULO;GASOLINA ADITIVADA;16/02/22;6,899
SE;SP;SAO PAULO;ETANOL;16/02/22;4,399
N;RO;PORTO VELHO;GASOLINA ADITIVADA;15/02/22;6,699
N;RO;PORTO VELHO;ETANOL;15/02/22;5,899
N;RO;PORTO VELHO;GASOLINA;15/02/22;6,699
S;PR;TOLEDO;GASOLINA;14/02/22;6,25
S;PR;TOLEDO;ETANOL;14/02/22;4,39
S;PR;TOLEDO;GASOLINA ADITIVADA;14/02/22;6,27
N;RO;VILHENA;GASOLINA ADITIVADA;15/02/22;6,899
N;RO;VILHENA;ETANOL;15/02/22;6,149
N;RO;VILHENA;GASOLINA;15/02/22;6,799
S;RS;ALVORADA;GASOLINA;16/02/22;6,399
S;RS;ALVORADA;GASOLINA ADITIVADA;16/02/22;6,499
NE;PB;JOAO PESSOA;ETANOL;15/02/22;4,99
NE;PB;JOAO PESSOA;GASOLINA;15/02/22;6,39
SE;SP;SERTAOZINHO;ETANOL;17/02/22;4,299
SE;SP;SERTAOZINHO;GASOLINA;17/02/22;6,679
SE;SP;SERTAOZINHO;GASOLINA ADITIVADA;17/02/22;6,699
S;RS;CAXIAS DO SUL;GASOLINA;14/02/22;6,299
S;RS;CAXIAS DO SUL;GASOLINA ADITIVADA;14/02/22;6,499
SE;ES;SERRA;ETANOL;16/02/22;5,799
SE;ES;SERRA;GASOLINA ADITIVADA;16/02/22;6,909
SE;ES;SERRA;GASOLINA;16/02/22;6,759
N;PA;ALENQUER;GASOLINA ADITIVADA;16/02/22;7,25
N;PA;ALENQUER;GASOLINA;16/02/22;7,25
CO;GO;GOIANIA;ETANOL;16/02/22;4,494
CO;GO;GOIANIA;GASOLINA ADITIVADA;16/02/22;6,794
CO;GO;GOIANIA;GASOLINA;16/02/22;6,597
N;AM;MANAUS;GASOLINA;14/02/22;6,59
N;AM;MANAUS;ETANOL;14/02/22;5,29
N;AM;MANAUS;GASOLINA ADITIVADA;14/02/22;6,59
SE;ES;CACHOEIRO DE ITAPEMIRIM;GASOLINA ADITIVADA;16/02/22;6,87
SE;ES;CACHOEIRO DE ITAPEMIRIM;GASOLINA;16/02/22;6,85
SE;MG;SAO SEBASTIAO DO PARAISO;GASOLINA ADITIVADA;15/02/22;7,109
SE;MG;SAO SEBASTIAO DO PARAISO;ETANOL;15/02/22;5,009
SE;MG;SAO SEBASTIAO DO PARAISO;GASOLINA;15/02/22;7,109
CO;GO;GOIANIA;GASOLINA ADITIVADA;15/02/22;6,65
CO;GO;GOIANIA;ETANOL;15/02/22;4,59
CO;GO;GOIANIA;GASOLINA;15/02/22;6,65
NE;BA;SALVADOR;GASOLINA;14/02/22;6,99
NE;BA;SALVADOR;ETANOL;14/02/22;5,79
NE;BA;SALVADOR;GASOLINA ADITIVADA;14/02/22;6,99
SE;SP;ARACATUBA;ETANOL;15/02/22;4,099
SE;SP;ARACATUBA;GASOLINA;15/02/22;6,399
S;RS;SANTANA DO LIVRAMENTO;GASOLINA;16/02/22;7,099
S;RS;SANTANA DO LIVRAMENTO;GASOLINA ADITIVADA;16/02/22;7,129
SE;SP;VOTUPORANGA;GASOLINA ADITIVADA;15/02/22;6,399
SE;SP;VOTUPORANGA;ETANOL;15/02/22;3,999
SE;SP;VOTUPORANGA;GASOLINA;15/02/22;6,399
SE;SP;SAO CAETANO DO SUL;GASOLINA;14/02/22;6,799
SE;SP;SAO CAETANO DO SUL;ETANOL;14/02/22;4,999
SE;SP;SAO CAETANO DO SUL;GASOLINA ADITIVADA;14/02/22;6,899
NE;PB;JOAO PESSOA;GASOLINA ADITIVADA;15/02/22;6,599
NE;PB;JOAO PESSOA;ETANOL;15/02/22;5,199
NE;PB;JOAO PESSOA;GASOLINA;15/02/22;6,499
N;AM;MANAUS;GASOLINA;14/02/22;6,59
N;AM;MANAUS;ETANOL;14/02/22;5,29
N;AM;MANAUS;GASOLINA ADITIVADA;14/02/22;6,59
NE;BA;SALVADOR;GASOLINA;15/02/22;6,73
NE;BA;SALVADOR;ETANOL;15/02/22;5,39
NE;BA;GUANAMBI;GASOLINA ADITIVADA;15/02/22;7,197
NE;BA;GUANAMBI;ETANOL;15/02/22;5,297
NE;BA;GUANAMBI;GASOLINA;15/02/22;7,197
S;SC;PALHOCA;GASOLINA ADITIVADA;15/02/22;6,699
S;SC;PALHOCA;ETANOL;15/02/22;5,999
S;SC;PALHOCA;GASOLINA;15/02/22;6,679
SE;SP;SAO CARLOS;GASOLINA;16/02/22;6,529
SE;SP;SAO CARLOS;GASOLINA ADITIVADA;16/02/22;6,529
SE;SP;SAO CARLOS;ETANOL;16/02/22;4,629
SE;SP;BEBEDOURO;ETANOL;16/02/22;4,199
SE;SP;BEBEDOURO;GASOLINA;16/02/22;6,399
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA;16/02/22;6,199
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA ADITIVADA;16/02/22;6,299
SE;SP;SAO JOAO DA BOA VISTA;ETANOL;16/02/22;4,399
NE;BA;BARREIRAS;GASOLINA;17/02/22;6,999
NE;BA;BARREIRAS;ETANOL;17/02/22;5,299
CO;GO;RIO VERDE;GASOLINA ADITIVADA;15/02/22;6,78
CO;GO;RIO VERDE;ETANOL;15/02/22;4,59
CO;GO;RIO VERDE;GASOLINA;15/02/22;6,78
SE;MG;PATOS DE MINAS;ETANOL;16/02/22;5
SE;MG;PATOS DE MINAS;GASOLINA ADITIVADA;16/02/22;7
SE;MG;PATOS DE MINAS;GASOLINA;16/02/22;7
S;PR;COLOMBO;GASOLINA;14/02/22;6,44
S;PR;COLOMBO;ETANOL;14/02/22;4,99
S;PR;COLOMBO;GASOLINA ADITIVADA;14/02/22;6,54
NE;PI;TERESINA;ETANOL;17/02/22;5,18
NE;PI;TERESINA;GASOLINA;17/02/22;6,68
S;RS;CANOAS;GASOLINA;17/02/22;6,159
S;RS;CANOAS;GASOLINA ADITIVADA;17/02/22;6,599
NE;BA;ILHEUS;GASOLINA ADITIVADA;15/02/22;7,17
NE;BA;ILHEUS;ETANOL;15/02/22;5,86
NE;BA;ILHEUS;GASOLINA;15/02/22;7,17
NE;PI;TERESINA;ETANOL;16/02/22;5,157
NE;PI;TERESINA;GASOLINA ADITIVADA;16/02/22;7,199
NE;PI;TERESINA;GASOLINA;16/02/22;6,799
SE;RJ;VOLTA REDONDA;GASOLINA;14/02/22;7,389
SE;RJ;VOLTA REDONDA;ETANOL;14/02/22;5,989
SE;RJ;VOLTA REDONDA;GASOLINA ADITIVADA;14/02/22;7,389
SE;SP;SAO PAULO;GASOLINA ADITIVADA;15/02/22;6,479
SE;SP;SAO PAULO;ETANOL;15/02/22;4,399
SE;SP;SAO PAULO;GASOLINA;15/02/22;6,179
SE;SP;CATANDUVA;GASOLINA;14/02/22;6,399
SE;SP;CATANDUVA;ETANOL;14/02/22;4,199
SE;SP;CATANDUVA;GASOLINA ADITIVADA;14/02/22;6,399
SE;SP;MARILIA;GASOLINA;14/02/22;6,276
SE;SP;MARILIA;ETANOL;14/02/22;4,496
SE;SP;MARILIA;GASOLINA ADITIVADA;14/02/22;6,476
SE;SP;VOTORANTIM;GASOLINA;14/02/22;6,199
SE;SP;VOTORANTIM;ETANOL;14/02/22;4,399
SE;SP;VOTORANTIM;GASOLINA ADITIVADA;14/02/22;6,399
SE;RJ;NOVA IGUACU;GASOLINA ADITIVADA;15/02/22;7,399
SE;RJ;NOVA IGUACU;ETANOL;15/02/22;5,777
SE;RJ;NOVA IGUACU;GASOLINA;15/02/22;7,099
CO;DF;BRASILIA;ETANOL;16/02/22;5,297
CO;DF;BRASILIA;GASOLINA ADITIVADA;16/02/22;6,597
CO;DF;BRASILIA;GASOLINA;16/02/22;6,597
SE;MG;GOVERNADOR VALADARES;ETANOL;16/02/22;4,77
SE;MG;GOVERNADOR VALADARES;GASOLINA;16/02/22;6,89
SE;SP;JABOTICABAL;ETANOL;17/02/22;4,239
SE;SP;JABOTICABAL;GASOLINA;17/02/22;6,499
S;PR;LONDRINA;ETANOL;16/02/22;4,999
S;PR;LONDRINA;GASOLINA;16/02/22;6,599
S;PR;LONDRINA;GASOLINA ADITIVADA;16/02/22;6,799
SE;SP;BIRIGUI;ETANOL;17/02/22;3,979
SE;SP;BIRIGUI;GASOLINA;17/02/22;6,499
SE;SP;INDAIATUBA;ETANOL;16/02/22;4,159
SE;SP;INDAIATUBA;GASOLINA ADITIVADA;16/02/22;6,179
SE;SP;INDAIATUBA;GASOLINA;16/02/22;6,079
SE;SP;GUARULHOS;GASOLINA ADITIVADA;15/02/22;6,299
SE;SP;GUARULHOS;ETANOL;15/02/22;4,399
SE;SP;GUARULHOS;GASOLINA;15/02/22;6,199
NE;AL;MACEIO;GASOLINA;14/02/22;6,597
NE;AL;MACEIO;ETANOL;14/02/22;5,187
NE;AL;MACEIO;GASOLINA ADITIVADA;14/02/22;6,697
SE;SP;BAURU;ETANOL;17/02/22;3,88
SE;SP;BAURU;GASOLINA;17/02/22;5,93
SE;SP;BAURU;GASOLINA ADITIVADA;17/02/22;6,08
CO;GO;JATAI;GASOLINA;14/02/22;6,97
CO;GO;JATAI;ETANOL;14/02/22;4,98
CO;GO;JATAI;GASOLINA ADITIVADA;14/02/22;6,97
SE;SP;ITAQUAQUECETUBA;GASOLINA;14/02/22;6,297
SE;SP;ITAQUAQUECETUBA;ETANOL;14/02/22;4,497
SE;SP;ITAQUAQUECETUBA;GASOLINA ADITIVADA;14/02/22;6,447
SE;SP;SUZANO;ETANOL;15/02/22;4,399
SE;SP;SUZANO;GASOLINA;15/02/22;6,099
N;PA;MARABA;GASOLINA;14/02/22;6,82
N;PA;MARABA;ETANOL;14/02/22;5,88
N;PA;MARABA;GASOLINA ADITIVADA;14/02/22;6,82
NE;RN;MOSSORO;GASOLINA ADITIVADA;15/02/22;6,93
NE;RN;MOSSORO;ETANOL;15/02/22;5,44
NE;RN;MOSSORO;GASOLINA;15/02/22;6,93
SE;SP;AMERICANA;GASOLINA ADITIVADA;15/02/22;6,677
SE;SP;AMERICANA;ETANOL;15/02/22;4,677
SE;SP;AMERICANA;GASOLINA;15/02/22;6,477
SE;SP;ITAPEVA;GASOLINA;14/02/22;6,499
SE;SP;ITAPEVA;ETANOL;14/02/22;4,599
SE;SP;AVARE;ETANOL;17/02/22;4,009
SE;SP;AVARE;GASOLINA;17/02/22;5,899
SE;ES;GUARAPARI;GASOLINA;14/02/22;6,729
SE;ES;GUARAPARI;GASOLINA ADITIVADA;14/02/22;6,929
SE;SP;ITAPEVA;GASOLINA;14/02/22;6,499
SE;SP;ITAPEVA;ETANOL;14/02/22;4,599
NE;BA;SALVADOR;GASOLINA ADITIVADA;15/02/22;6,79
NE;BA;SALVADOR;GASOLINA;15/02/22;6,69
NE;BA;SALVADOR;ETANOL;15/02/22;4,89
N;RO;PORTO VELHO;GASOLINA;14/02/22;6,499
S;RS;PELOTAS;GASOLINA ADITIVADA;15/02/22;7,147
S;RS;PELOTAS;GASOLINA;15/02/22;6,997
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA;16/02/22;6,199
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA ADITIVADA;16/02/22;6,199
SE;SP;SAO JOSE DO RIO PRETO;ETANOL;16/02/22;4,279
NE;CE;FORTALEZA;ETANOL;16/02/22;5,37
NE;CE;FORTALEZA;GASOLINA ADITIVADA;16/02/22;6,399
NE;CE;FORTALEZA;GASOLINA;16/02/22;6,299
SE;ES;SERRA;ETANOL;16/02/22;5,999
SE;ES;SERRA;GASOLINA ADITIVADA;16/02/22;6,899
SE;ES;SERRA;GASOLINA;16/02/22;6,799
NE;MA;BARRA DO CORDA;GASOLINA;14/02/22;6,86
NE;MA;BARRA DO CORDA;GASOLINA ADITIVADA;14/02/22;6,87
SE;SP;LIMEIRA;GASOLINA ADITIVADA;15/02/22;6,049
SE;SP;LIMEIRA;ETANOL;15/02/22;4,199
SE;SP;LIMEIRA;GASOLINA;15/02/22;5,999
SE;SP;CACAPAVA;ETANOL;16/02/22;4,199
SE;SP;CACAPAVA;GASOLINA;16/02/22;5,999
SE;SP;CACAPAVA;GASOLINA ADITIVADA;16/02/22;6,099
N;RR;BOA VISTA;GASOLINA;16/02/22;6,6
N;RR;BOA VISTA;GASOLINA ADITIVADA;16/02/22;6,75
S;SC;FLORIANOPOLIS;GASOLINA;18/02/22;6,629
S;SC;FLORIANOPOLIS;GASOLINA ADITIVADA;18/02/22;6,629
S;SC;FLORIANOPOLIS;ETANOL;18/02/22;5,499
S;SC;ITAJAI;GASOLINA ADITIVADA;15/02/22;6,699
S;SC;ITAJAI;ETANOL;15/02/22;5,999
S;SC;ITAJAI;GASOLINA;15/02/22;6,499
NE;BA;ITABUNA;GASOLINA ADITIVADA;15/02/22;7,1
NE;BA;ITABUNA;GASOLINA;15/02/22;7,1
CO;GO;JATAI;GASOLINA;14/02/22;7,099
CO;GO;JATAI;ETANOL;14/02/22;5,099
SE;RJ;SAO FRANCISCO DE ITABAPOANA;GASOLINA;14/02/22;7,49
SE;RJ;SAO FRANCISCO DE ITABAPOANA;ETANOL;14/02/22;5,99
SE;SP;BIRIGUI;ETANOL;17/02/22;4,199
SE;SP;BIRIGUI;GASOLINA;17/02/22;6,569
SE;SP;BIRIGUI;GASOLINA ADITIVADA;17/02/22;6,599
SE;SP;SAO PAULO;GASOLINA ADITIVADA;16/02/22;6,689
SE;SP;SAO PAULO;GASOLINA;16/02/22;6,089
SE;SP;SAO PAULO;ETANOL;16/02/22;4,189
SE;SP;INDAIATUBA;ETANOL;16/02/22;4,799
SE;SP;INDAIATUBA;GASOLINA ADITIVADA;16/02/22;6,499
SE;SP;INDAIATUBA;GASOLINA;16/02/22;6,399
SE;MG;UNAI;GASOLINA;17/02/22;7,342
SE;MG;UNAI;GASOLINA ADITIVADA;17/02/22;7,419
SE;MG;UNAI;ETANOL;17/02/22;5,14
S;PR;CASCAVEL;GASOLINA ADITIVADA;15/02/22;6,54
S;PR;CASCAVEL;ETANOL;15/02/22;4,79
S;PR;CASCAVEL;GASOLINA;15/02/22;6,39
CO;MS;TRES LAGOAS;ETANOL;17/02/22;5,509
CO;MS;TRES LAGOAS;GASOLINA;17/02/22;6,739
N;PA;XINGUARA;GASOLINA ADITIVADA;15/02/22;7,53
N;PA;XINGUARA;ETANOL;15/02/22;6,33
N;PA;XINGUARA;GASOLINA;15/02/22;7,43
CO;MT;SINOP;GASOLINA ADITIVADA;15/02/22;6,599
CO;MT;SINOP;ETANOL;15/02/22;4,749
CO;MT;SINOP;GASOLINA;15/02/22;6,549
SE;SP;CAMPINAS;GASOLINA;14/02/22;6,299
SE;SP;CAMPINAS;ETANOL;14/02/22;4,459
SE;SP;CAMPINAS;GASOLINA ADITIVADA;14/02/22;6,399
S;PR;GUARAPUAVA;ETANOL;16/02/22;4,499
S;PR;GUARAPUAVA;GASOLINA;16/02/22;5,949
S;PR;GUARAPUAVA;GASOLINA ADITIVADA;16/02/22;5,949
SE;RJ;SAO FRANCISCO DE ITABAPOANA;GASOLINA;14/02/22;7,499
SE;RJ;SAO FRANCISCO DE ITABAPOANA;ETANOL;14/02/22;6,499
SE;RJ;SAO FRANCISCO DE ITABAPOANA;GASOLINA ADITIVADA;14/02/22;7,599
NE;AL;MACEIO;GASOLINA;14/02/22;6,499
NE;AL;MACEIO;ETANOL;14/02/22;5,149
NE;AL;MACEIO;GASOLINA ADITIVADA;14/02/22;6,599
SE;SP;PIRACICABA;GASOLINA;14/02/22;5,949
SE;SP;PIRACICABA;ETANOL;14/02/22;4,299
SE;SP;PIRACICABA;GASOLINA ADITIVADA;14/02/22;5,999
SE;SP;SAO PAULO;GASOLINA ADITIVADA;15/02/22;5,999
SE;SP;SAO PAULO;ETANOL;15/02/22;4,479
SE;SP;SAO PAULO;GASOLINA;15/02/22;5,999
S;SC;ARARANGUA;ETANOL;17/02/22;5,999
S;SC;ARARANGUA;GASOLINA;17/02/22;6,298
S;SC;ARARANGUA;GASOLINA ADITIVADA;17/02/22;6,348
SE;SP;LORENA;GASOLINA;14/02/22;6,199
SE;SP;LORENA;ETANOL;14/02/22;4,499
SE;SP;LORENA;GASOLINA ADITIVADA;14/02/22;6,199
SE;SP;UBATUBA;ETANOL;17/02/22;4,799
SE;SP;UBATUBA;GASOLINA;17/02/22;6,399
SE;SP;UBATUBA;GASOLINA ADITIVADA;17/02/22;6,499
S;RS;PORTO ALEGRE;GASOLINA;16/02/22;6,199
S;RS;PORTO ALEGRE;GASOLINA ADITIVADA;16/02/22;6,399
CO;GO;APARECIDA DE GOIANIA;ETANOL;16/02/22;4,59
CO;GO;APARECIDA DE GOIANIA;GASOLINA;16/02/22;6,59
NE;CE;FORTALEZA;ETANOL;16/02/22;5,799
NE;CE;FORTALEZA;GASOLINA ADITIVADA;16/02/22;6,899
NE;CE;FORTALEZA;GASOLINA;16/02/22;6,699
N;PA;ANANINDEUA;GASOLINA;14/02/22;6,38
N;PA;ANANINDEUA;ETANOL;14/02/22;5,59
CO;GO;GOIANIA;GASOLINA ADITIVADA;15/02/22;6,609
CO;GO;GOIANIA;ETANOL;15/02/22;4,499
CO;GO;GOIANIA;GASOLINA;15/02/22;6,599
NE;PE;LAJEDO;ETANOL;15/02/22;4,88
NE;PE;LAJEDO;GASOLINA;15/02/22;6,33
S;RS;ESTEIO;GASOLINA;17/02/22;6,899
S;RS;ESTEIO;GASOLINA ADITIVADA;17/02/22;6,999
NE;BA;SIMOES FILHO;GASOLINA ADITIVADA;15/02/22;6,38
NE;BA;SIMOES FILHO;ETANOL;15/02/22;4,72
NE;BA;SIMOES FILHO;GASOLINA;15/02/22;6,38
NE;BA;ILHEUS;GASOLINA ADITIVADA;15/02/22;7,17
NE;BA;ILHEUS;ETANOL;15/02/22;5,75
NE;BA;ILHEUS;GASOLINA;15/02/22;7,17
SE;SP;SANTO ANDRE;GASOLINA;14/02/22;6,399
SE;SP;SANTO ANDRE;ETANOL;14/02/22;4,599
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;14/02/22;6,699
SE;MG;UNAI;GASOLINA;17/02/22;7,159
SE;MG;UNAI;GASOLINA ADITIVADA;17/02/22;7,159
SE;MG;UNAI;ETANOL;17/02/22;4,979
NE;BA;BARREIRAS;ETANOL;16/02/22;5,1
NE;BA;BARREIRAS;GASOLINA;16/02/22;6,89
N;RO;CACOAL;GASOLINA;16/02/22;7,04
N;RO;CACOAL;ETANOL;16/02/22;6,69
N;RO;CACOAL;GASOLINA ADITIVADA;16/02/22;7,14
SE;MG;ARAXA;ETANOL;16/02/22;5,119
SE;MG;ARAXA;GASOLINA ADITIVADA;16/02/22;6,829
SE;MG;ARAXA;GASOLINA;16/02/22;6,829
SE;SP;LIMEIRA;GASOLINA ADITIVADA;15/02/22;6,399
SE;SP;LIMEIRA;ETANOL;15/02/22;4,349
SE;SP;LIMEIRA;GASOLINA;15/02/22;6,199
SE;SP;CACAPAVA;ETANOL;16/02/22;4,399
SE;SP;CACAPAVA;GASOLINA;16/02/22;6,199
SE;SP;CACAPAVA;GASOLINA ADITIVADA;16/02/22;6,399
S;PR;UMUARAMA;GASOLINA;14/02/22;6,54
S;PR;UMUARAMA;ETANOL;14/02/22;4,84
S;PR;UMUARAMA;GASOLINA ADITIVADA;14/02/22;6,56
S;PR;GUARAPUAVA;ETANOL;16/02/22;4,599
S;PR;GUARAPUAVA;GASOLINA;16/02/22;5,959
S;PR;GUARAPUAVA;GASOLINA ADITIVADA;16/02/22;5,959
CO;MT;CUIABA;ETANOL;16/02/22;4,329
CO;MT;CUIABA;GASOLINA ADITIVADA;16/02/22;6,499
CO;MT;CUIABA;GASOLINA;16/02/22;6,299
SE;RJ;NITEROI;GASOLINA ADITIVADA;15/02/22;7,089
SE;RJ;NITEROI;ETANOL;15/02/22;4,999
SE;RJ;NITEROI;GASOLINA;15/02/22;7,089
SE;RJ;PETROPOLIS;GASOLINA ADITIVADA;15/02/22;7,595
SE;RJ;PETROPOLIS;ETANOL;15/02/22;6,295
SE;RJ;PETROPOLIS;GASOLINA;15/02/22;7,595
SE;RJ;ANGRA DOS REIS;GASOLINA;14/02/22;7,599
SE;RJ;ANGRA DOS REIS;ETANOL;14/02/22;5,999
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;14/02/22;7,599
SE;SP;MATAO;ETANOL;17/02/22;4,399
SE;SP;MATAO;GASOLINA;17/02/22;5,789
SE;SP;JAU;GASOLINA ADITIVADA;16/02/22;6,599
SE;SP;JAU;ETANOL;16/02/22;4,699
SE;SP;JAU;GASOLINA;16/02/22;6,499
NE;BA;CAMACARI;GASOLINA ADITIVADA;15/02/22;6,77
NE;BA;CAMACARI;ETANOL;15/02/22;4,88
NE;BA;CAMACARI;GASOLINA;15/02/22;6,47
SE;SP;BARRETOS;ETANOL;17/02/22;4,999
SE;SP;BARRETOS;GASOLINA;17/02/22;6,899
SE;SP;BARRETOS;GASOLINA ADITIVADA;17/02/22;6,999
NE;MA;IMPERATRIZ;GASOLINA;14/02/22;6,579
NE;MA;IMPERATRIZ;ETANOL;14/02/22;5,659
NE;MA;IMPERATRIZ;GASOLINA ADITIVADA;14/02/22;6,799
SE;SP;BRAGANCA PAULISTA;ETANOL;16/02/22;4,399
SE;SP;BRAGANCA PAULISTA;GASOLINA;16/02/22;6,199
S;SC;ARARANGUA;ETANOL;17/02/22;5,798
S;SC;ARARANGUA;GASOLINA;17/02/22;6,298
S;SC;ARARANGUA;GASOLINA ADITIVADA;17/02/22;6,448
NE;BA;ITABUNA;GASOLINA ADITIVADA;15/02/22;7,141
NE;BA;ITABUNA;ETANOL;15/02/22;5,501
NE;BA;ITABUNA;GASOLINA;15/02/22;7,141
CO;MT;SORRISO;ETANOL;17/02/22;4,799
CO;MT;SORRISO;GASOLINA;17/02/22;6,799
CO;MT;SORRISO;GASOLINA ADITIVADA;17/02/22;6,899
CO;MT;CACERES;GASOLINA ADITIVADA;15/02/22;6,89
CO;MT;CACERES;ETANOL;15/02/22;4,69
CO;MT;CACERES;GASOLINA;15/02/22;6,79
N;TO;PORTO NACIONAL;GASOLINA ADITIVADA;17/02/22;6,75
N;TO;PORTO NACIONAL;ETANOL;17/02/22;5,6
N;TO;PORTO NACIONAL;GASOLINA;17/02/22;6,75
S;RS;ERECHIM;GASOLINA ADITIVADA;15/02/22;6,599
S;RS;ERECHIM;GASOLINA;15/02/22;6,399
SE;SP;PARAGUACU PAULISTA;GASOLINA;14/02/22;6,499
SE;SP;PARAGUACU PAULISTA;ETANOL;14/02/22;4,499
SE;SP;PARAGUACU PAULISTA;GASOLINA ADITIVADA;14/02/22;6,699
SE;SP;GUARUJA;ETANOL;16/02/22;4,999
SE;SP;GUARUJA;GASOLINA;16/02/22;6,599
SE;SP;GUARUJA;GASOLINA ADITIVADA;16/02/22;6,699
SE;SP;CRUZEIRO;ETANOL;17/02/22;4,399
SE;SP;CRUZEIRO;GASOLINA;17/02/22;6,299
SE;SP;CRUZEIRO;GASOLINA ADITIVADA;17/02/22;6,299
SE;SP;BARUERI;ETANOL;16/02/22;4,399
SE;SP;BARUERI;GASOLINA;16/02/22;6,199
SE;SP;BARUERI;GASOLINA ADITIVADA;16/02/22;6,399
SE;MG;CAMPO BELO;GASOLINA;17/02/22;6,999
SE;MG;CAMPO BELO;ETANOL;17/02/22;4,999
S;PR;PONTA GROSSA;ETANOL;16/02/22;4,489
S;PR;PONTA GROSSA;GASOLINA;16/02/22;5,999
S;PR;PONTA GROSSA;GASOLINA ADITIVADA;16/02/22;6,299
NE;BA;JUAZEIRO;GASOLINA;17/02/22;7,3
NE;BA;JUAZEIRO;GASOLINA ADITIVADA;17/02/22;7,3
NE;BA;JUAZEIRO;ETANOL;17/02/22;5,89
S;RS;CAXIAS DO SUL;GASOLINA ADITIVADA;15/02/22;6,399
S;RS;CAXIAS DO SUL;ETANOL;15/02/22;6,998
S;RS;CAXIAS DO SUL;GASOLINA;15/02/22;6,399
SE;SP;RIO CLARO;ETANOL;15/02/22;4,359
